"","nowcast_date","week","clade","source","nseq"
"1058",2025-03-19,2025-01-01,"25A","NCBI",10
"1059",2025-03-19,2025-01-01,"25B","California COVIDNet",0
"1060",2025-03-19,2025-01-01,"25B","NCBI",0
"1061",2025-03-19,2025-01-01,"25C","California COVIDNet",0
"1062",2025-03-19,2025-01-01,"25C","NCBI",0
"1063",2025-03-19,2025-01-01,"other","California COVIDNet",8
"1064",2025-03-19,2025-01-01,"other","NCBI",3
"1065",2025-03-19,2025-01-01,"recombinant","California COVIDNet",9
"1066",2025-03-19,2025-01-01,"recombinant","NCBI",4
"1067",2025-03-19,2025-01-08,"24A","California COVIDNet",6
"1068",2025-03-19,2025-01-08,"24A","NCBI",2
"1069",2025-03-19,2025-01-08,"24B","California COVIDNet",0
"1070",2025-03-19,2025-01-08,"24B","NCBI",0
"1071",2025-03-19,2025-01-08,"24C","California COVIDNet",2
"1072",2025-03-19,2025-01-08,"24C","NCBI",0
"1073",2025-03-19,2025-01-08,"24D","California COVIDNet",0
"1074",2025-03-19,2025-01-08,"24D","NCBI",0
"1075",2025-03-19,2025-01-08,"24E","California COVIDNet",82
"1076",2025-03-19,2025-01-08,"24E","NCBI",24
"1077",2025-03-19,2025-01-08,"24F","California COVIDNet",89
"1078",2025-03-19,2025-01-08,"24F","NCBI",41
"1079",2025-03-19,2025-01-08,"24H","California COVIDNet",19
"1080",2025-03-19,2025-01-08,"24H","NCBI",6
"1081",2025-03-19,2025-01-08,"24I","California COVIDNet",0
"1082",2025-03-19,2025-01-08,"24I","NCBI",0
"1083",2025-03-19,2025-01-08,"25A","California COVIDNet",27
"1084",2025-03-19,2025-01-08,"25A","NCBI",10
"1085",2025-03-19,2025-01-08,"25B","California COVIDNet",0
"1086",2025-03-19,2025-01-08,"25B","NCBI",0
"1087",2025-03-19,2025-01-08,"25C","California COVIDNet",0
"1088",2025-03-19,2025-01-08,"25C","NCBI",0
"1089",2025-03-19,2025-01-08,"other","California COVIDNet",8
"1090",2025-03-19,2025-01-08,"other","NCBI",3
"1091",2025-03-19,2025-01-08,"recombinant","California COVIDNet",10
"1092",2025-03-19,2025-01-08,"recombinant","NCBI",4
"1093",2025-03-19,2025-01-15,"24A","California COVIDNet",3
"1094",2025-03-19,2025-01-15,"24A","NCBI",1
"1095",2025-03-19,2025-01-15,"24B","California COVIDNet",0
"1096",2025-03-19,2025-01-15,"24B","NCBI",0
"1097",2025-03-19,2025-01-15,"24C","California COVIDNet",3
"1098",2025-03-19,2025-01-15,"24C","NCBI",0
"1099",2025-03-19,2025-01-15,"24D","California COVIDNet",0
"1100",2025-03-19,2025-01-15,"24D","NCBI",0
"1101",2025-03-19,2025-01-15,"24E","California COVIDNet",69
"1102",2025-03-19,2025-01-15,"24E","NCBI",24
"1103",2025-03-19,2025-01-15,"24F","California COVIDNet",87
"1104",2025-03-19,2025-01-15,"24F","NCBI",32
"1105",2025-03-19,2025-01-15,"24H","California COVIDNet",5
"1106",2025-03-19,2025-01-15,"24H","NCBI",1
"1107",2025-03-19,2025-01-15,"24I","California COVIDNet",0
"1108",2025-03-19,2025-01-15,"24I","NCBI",0
"1109",2025-03-19,2025-01-15,"25A","California COVIDNet",45
"1110",2025-03-19,2025-01-15,"25A","NCBI",11
"1111",2025-03-19,2025-01-15,"25B","California COVIDNet",0
"1112",2025-03-19,2025-01-15,"25B","NCBI",0
"1113",2025-03-19,2025-01-15,"25C","California COVIDNet",0
"1114",2025-03-19,2025-01-15,"25C","NCBI",0
"1115",2025-03-19,2025-01-15,"other","California COVIDNet",3
"1116",2025-03-19,2025-01-15,"other","NCBI",1
"1117",2025-03-19,2025-01-15,"recombinant","California COVIDNet",6
"1118",2025-03-19,2025-01-15,"recombinant","NCBI",3
"1119",2025-03-19,2025-01-22,"24A","California COVIDNet",5
"1120",2025-03-19,2025-01-22,"24A","NCBI",1
"1121",2025-03-19,2025-01-22,"24B","California COVIDNet",0
"1122",2025-03-19,2025-01-22,"24B","NCBI",0
"1123",2025-03-19,2025-01-22,"24C","California COVIDNet",1
"1124",2025-03-19,2025-01-22,"24C","NCBI",2
"1125",2025-03-19,2025-01-22,"24D","California COVIDNet",0
"1126",2025-03-19,2025-01-22,"24D","NCBI",0
"1127",2025-03-19,2025-01-22,"24E","California COVIDNet",60
"1128",2025-03-19,2025-01-22,"24E","NCBI",2
"1129",2025-03-19,2025-01-22,"24F","California COVIDNet",78
"1130",2025-03-19,2025-01-22,"24F","NCBI",14
"1131",2025-03-19,2025-01-22,"24H","California COVIDNet",9
"1132",2025-03-19,2025-01-22,"24H","NCBI",0
"1133",2025-03-19,2025-01-22,"24I","California COVIDNet",0
"1134",2025-03-19,2025-01-22,"24I","NCBI",0
"1135",2025-03-19,2025-01-22,"25A","California COVIDNet",31
"1136",2025-03-19,2025-01-22,"25A","NCBI",4
"1137",2025-03-19,2025-01-22,"25B","California COVIDNet",0
"1138",2025-03-19,2025-01-22,"25B","NCBI",0
"1139",2025-03-19,2025-01-22,"25C","California COVIDNet",0
"1140",2025-03-19,2025-01-22,"25C","NCBI",0
"1141",2025-03-19,2025-01-22,"other","California COVIDNet",4
"1142",2025-03-19,2025-01-22,"other","NCBI",0
"1143",2025-03-19,2025-01-22,"recombinant","California COVIDNet",9
"1144",2025-03-19,2025-01-22,"recombinant","NCBI",0
"1145",2025-03-19,2025-01-29,"24A","California COVIDNet",7
"1146",2025-03-19,2025-01-29,"24A","NCBI",0
"1147",2025-03-19,2025-01-29,"24B","California COVIDNet",0
"1148",2025-03-19,2025-01-29,"24B","NCBI",0
"1149",2025-03-19,2025-01-29,"24C","California COVIDNet",2
"1150",2025-03-19,2025-01-29,"24C","NCBI",1
"1151",2025-03-19,2025-01-29,"24D","California COVIDNet",0
"1152",2025-03-19,2025-01-29,"24D","NCBI",0
"1153",2025-03-19,2025-01-29,"24E","California COVIDNet",64
"1154",2025-03-19,2025-01-29,"24E","NCBI",6
"1155",2025-03-19,2025-01-29,"24F","California COVIDNet",72
"1156",2025-03-19,2025-01-29,"24F","NCBI",4
"1157",2025-03-19,2025-01-29,"24H","California COVIDNet",8
"1158",2025-03-19,2025-01-29,"24H","NCBI",0
"1159",2025-03-19,2025-01-29,"24I","California COVIDNet",0
"1160",2025-03-19,2025-01-29,"24I","NCBI",0
"1161",2025-03-19,2025-01-29,"25A","California COVIDNet",53
"1162",2025-03-19,2025-01-29,"25A","NCBI",7
"1163",2025-03-19,2025-01-29,"25B","California COVIDNet",0
"1164",2025-03-19,2025-01-29,"25B","NCBI",0
"1165",2025-03-19,2025-01-29,"25C","California COVIDNet",0
"1166",2025-03-19,2025-01-29,"25C","NCBI",0
"1167",2025-03-19,2025-01-29,"other","California COVIDNet",2
"1168",2025-03-19,2025-01-29,"other","NCBI",2
"1169",2025-03-19,2025-01-29,"recombinant","California COVIDNet",2
"1170",2025-03-19,2025-01-29,"recombinant","NCBI",0
"1171",2025-03-19,2025-02-05,"24A","California COVIDNet",2
"1172",2025-03-19,2025-02-05,"24A","NCBI",0
"1173",2025-03-19,2025-02-05,"24B","California COVIDNet",0
"1174",2025-03-19,2025-02-05,"24B","NCBI",0
"1175",2025-03-19,2025-02-05,"24C","California COVIDNet",3
"1176",2025-03-19,2025-02-05,"24C","NCBI",2
"1177",2025-03-19,2025-02-05,"24D","California COVIDNet",0
"1178",2025-03-19,2025-02-05,"24D","NCBI",0
"1179",2025-03-19,2025-02-05,"24E","California COVIDNet",35
"1180",2025-03-19,2025-02-05,"24E","NCBI",2
"1181",2025-03-19,2025-02-05,"24F","California COVIDNet",54
"1182",2025-03-19,2025-02-05,"24F","NCBI",5
"1183",2025-03-19,2025-02-05,"24H","California COVIDNet",12
"1184",2025-03-19,2025-02-05,"24H","NCBI",0
"1185",2025-03-19,2025-02-05,"24I","California COVIDNet",0
"1186",2025-03-19,2025-02-05,"24I","NCBI",0
"1187",2025-03-19,2025-02-05,"25A","California COVIDNet",34
"1188",2025-03-19,2025-02-05,"25A","NCBI",4
"1189",2025-03-19,2025-02-05,"25B","California COVIDNet",0
"1190",2025-03-19,2025-02-05,"25B","NCBI",0
"1191",2025-03-19,2025-02-05,"25C","California COVIDNet",0
"1192",2025-03-19,2025-02-05,"25C","NCBI",0
"1193",2025-03-19,2025-02-05,"other","California COVIDNet",0
"1194",2025-03-19,2025-02-05,"other","NCBI",0
"1195",2025-03-19,2025-02-05,"recombinant","California COVIDNet",6
"1196",2025-03-19,2025-02-05,"recombinant","NCBI",1
"1197",2025-03-19,2025-02-12,"24A","California COVIDNet",1
"1198",2025-03-19,2025-02-12,"24A","NCBI",0
"1199",2025-03-19,2025-02-12,"24B","California COVIDNet",0
"1200",2025-03-19,2025-02-12,"24B","NCBI",0
"1201",2025-03-19,2025-02-12,"24C","California COVIDNet",1
"1202",2025-03-19,2025-02-12,"24C","NCBI",0
"1203",2025-03-19,2025-02-12,"24D","California COVIDNet",0
"1204",2025-03-19,2025-02-12,"24D","NCBI",0
"1205",2025-03-19,2025-02-12,"24E","California COVIDNet",35
"1206",2025-03-19,2025-02-12,"24E","NCBI",7
"1207",2025-03-19,2025-02-12,"24F","California COVIDNet",62
"1208",2025-03-19,2025-02-12,"24F","NCBI",6
"1209",2025-03-19,2025-02-12,"24H","California COVIDNet",13
"1210",2025-03-19,2025-02-12,"24H","NCBI",1
"1211",2025-03-19,2025-02-12,"24I","California COVIDNet",0
"1212",2025-03-19,2025-02-12,"24I","NCBI",0
"1213",2025-03-19,2025-02-12,"25A","California COVIDNet",49
"1214",2025-03-19,2025-02-12,"25A","NCBI",9
"1215",2025-03-19,2025-02-12,"25B","California COVIDNet",0
"1216",2025-03-19,2025-02-12,"25B","NCBI",0
"1217",2025-03-19,2025-02-12,"25C","California COVIDNet",0
"1218",2025-03-19,2025-02-12,"25C","NCBI",0
"1219",2025-03-19,2025-02-12,"other","California COVIDNet",0
"1220",2025-03-19,2025-02-12,"other","NCBI",0
"1221",2025-03-19,2025-02-12,"recombinant","California COVIDNet",3
"1222",2025-03-19,2025-02-12,"recombinant","NCBI",0
"1223",2025-03-19,2025-02-19,"24A","California COVIDNet",2
"1224",2025-03-19,2025-02-19,"24A","NCBI",0
"1225",2025-03-19,2025-02-19,"24B","California COVIDNet",0
"1226",2025-03-19,2025-02-19,"24B","NCBI",0
"1227",2025-03-19,2025-02-19,"24C","California COVIDNet",2
"1228",2025-03-19,2025-02-19,"24C","NCBI",0
"1229",2025-03-19,2025-02-19,"24D","California COVIDNet",0
"1230",2025-03-19,2025-02-19,"24D","NCBI",0
"1231",2025-03-19,2025-02-19,"24E","California COVIDNet",24
"1232",2025-03-19,2025-02-19,"24E","NCBI",0
"1233",2025-03-19,2025-02-19,"24F","California COVIDNet",37
"1234",2025-03-19,2025-02-19,"24F","NCBI",4
"1235",2025-03-19,2025-02-19,"24H","California COVIDNet",7
"1236",2025-03-19,2025-02-19,"24H","NCBI",0
"1237",2025-03-19,2025-02-19,"24I","California COVIDNet",0
"1238",2025-03-19,2025-02-19,"24I","NCBI",0
"1239",2025-03-19,2025-02-19,"25A","California COVIDNet",25
"1240",2025-03-19,2025-02-19,"25A","NCBI",0
"1241",2025-03-19,2025-02-19,"25B","California COVIDNet",0
"1242",2025-03-19,2025-02-19,"25B","NCBI",0
"1243",2025-03-19,2025-02-19,"25C","California COVIDNet",0
"1244",2025-03-19,2025-02-19,"25C","NCBI",0
"1245",2025-03-19,2025-02-19,"other","California COVIDNet",1
"1246",2025-03-19,2025-02-19,"other","NCBI",0
"1247",2025-03-19,2025-02-19,"recombinant","California COVIDNet",6
"1248",2025-03-19,2025-02-19,"recombinant","NCBI",1
"1249",2025-03-19,2025-02-26,"24A","California COVIDNet",0
"1250",2025-03-19,2025-02-26,"24A","NCBI",0
"1251",2025-03-19,2025-02-26,"24B","California COVIDNet",0
"1252",2025-03-19,2025-02-26,"24B","NCBI",0
"1253",2025-03-19,2025-02-26,"24C","California COVIDNet",0
"1254",2025-03-19,2025-02-26,"24C","NCBI",0
"1255",2025-03-19,2025-02-26,"24D","California COVIDNet",0
"1256",2025-03-19,2025-02-26,"24D","NCBI",0
"1257",2025-03-19,2025-02-26,"24E","California COVIDNet",5
"1258",2025-03-19,2025-02-26,"24E","NCBI",0
"1259",2025-03-19,2025-02-26,"24F","California COVIDNet",12
"1260",2025-03-19,2025-02-26,"24F","NCBI",2
"1261",2025-03-19,2025-02-26,"24H","California COVIDNet",1
"1262",2025-03-19,2025-02-26,"24H","NCBI",0
"1263",2025-03-19,2025-02-26,"24I","California COVIDNet",0
"1264",2025-03-19,2025-02-26,"24I","NCBI",0
"1265",2025-03-19,2025-02-26,"25A","California COVIDNet",5
"1266",2025-03-19,2025-02-26,"25A","NCBI",0
"1267",2025-03-19,2025-02-26,"25B","California COVIDNet",0
"1268",2025-03-19,2025-02-26,"25B","NCBI",0
"1269",2025-03-19,2025-02-26,"25C","California COVIDNet",0
"1270",2025-03-19,2025-02-26,"25C","NCBI",0
"1271",2025-03-19,2025-02-26,"other","California COVIDNet",0
"1272",2025-03-19,2025-02-26,"other","NCBI",0
"1273",2025-03-19,2025-02-26,"recombinant","California COVIDNet",0
"1274",2025-03-19,2025-02-26,"recombinant","NCBI",0
"1275",2025-03-19,2025-03-05,"24A","California COVIDNet",0
"1276",2025-03-19,2025-03-05,"24A","NCBI",0
"1277",2025-03-19,2025-03-05,"24B","California COVIDNet",0
"1278",2025-03-19,2025-03-05,"24B","NCBI",0
"1279",2025-03-19,2025-03-05,"24C","California COVIDNet",0
"1280",2025-03-19,2025-03-05,"24C","NCBI",0
"1281",2025-03-19,2025-03-05,"24D","California COVIDNet",0
"1282",2025-03-19,2025-03-05,"24D","NCBI",0
"1283",2025-03-19,2025-03-05,"24E","California COVIDNet",0
"1284",2025-03-19,2025-03-05,"24E","NCBI",0
"1285",2025-03-19,2025-03-05,"24F","California COVIDNet",0
"1286",2025-03-19,2025-03-05,"24F","NCBI",0
"1287",2025-03-19,2025-03-05,"24H","California COVIDNet",0
"1288",2025-03-19,2025-03-05,"24H","NCBI",0
"1289",2025-03-19,2025-03-05,"24I","California COVIDNet",0
"1290",2025-03-19,2025-03-05,"24I","NCBI",0
"1291",2025-03-19,2025-03-05,"25A","California COVIDNet",0
"1292",2025-03-19,2025-03-05,"25A","NCBI",0
"1293",2025-03-19,2025-03-05,"25B","California COVIDNet",0
"1294",2025-03-19,2025-03-05,"25B","NCBI",0
"1295",2025-03-19,2025-03-05,"25C","California COVIDNet",0
"1296",2025-03-19,2025-03-05,"25C","NCBI",0
"1297",2025-03-19,2025-03-05,"other","California COVIDNet",0
"1298",2025-03-19,2025-03-05,"other","NCBI",0
"1299",2025-03-19,2025-03-05,"recombinant","California COVIDNet",0
"1300",2025-03-19,2025-03-05,"recombinant","NCBI",0
"1301",2025-03-19,2025-03-12,"24A","California COVIDNet",0
"1302",2025-03-19,2025-03-12,"24A","NCBI",0
"1303",2025-03-19,2025-03-12,"24B","California COVIDNet",0
"1304",2025-03-19,2025-03-12,"24B","NCBI",0
"1305",2025-03-19,2025-03-12,"24C","California COVIDNet",0
"1306",2025-03-19,2025-03-12,"24C","NCBI",0
"1307",2025-03-19,2025-03-12,"24D","California COVIDNet",0
"1308",2025-03-19,2025-03-12,"24D","NCBI",0
"1309",2025-03-19,2025-03-12,"24E","California COVIDNet",0
"1310",2025-03-19,2025-03-12,"24E","NCBI",0
"1311",2025-03-19,2025-03-12,"24F","California COVIDNet",0
"1312",2025-03-19,2025-03-12,"24F","NCBI",0
"1313",2025-03-19,2025-03-12,"24H","California COVIDNet",0
"1314",2025-03-19,2025-03-12,"24H","NCBI",0
"1315",2025-03-19,2025-03-12,"24I","California COVIDNet",0
"1316",2025-03-19,2025-03-12,"24I","NCBI",0
"1317",2025-03-19,2025-03-12,"25A","California COVIDNet",0
"1318",2025-03-19,2025-03-12,"25A","NCBI",0
"1319",2025-03-19,2025-03-12,"25B","California COVIDNet",0
"1320",2025-03-19,2025-03-12,"25B","NCBI",0
"1321",2025-03-19,2025-03-12,"25C","California COVIDNet",0
"1322",2025-03-19,2025-03-12,"25C","NCBI",0
"1323",2025-03-19,2025-03-12,"other","California COVIDNet",0
"1324",2025-03-19,2025-03-12,"other","NCBI",0
"1325",2025-03-19,2025-03-12,"recombinant","California COVIDNet",0
"1326",2025-03-19,2025-03-12,"recombinant","NCBI",0
"1327",2025-03-19,2025-03-19,"24A","California COVIDNet",0
"1328",2025-03-19,2025-03-19,"24A","NCBI",0
"1329",2025-03-19,2025-03-19,"24B","California COVIDNet",0
"1330",2025-03-19,2025-03-19,"24B","NCBI",0
"1331",2025-03-19,2025-03-19,"24C","California COVIDNet",0
"1332",2025-03-19,2025-03-19,"24C","NCBI",0
"1333",2025-03-19,2025-03-19,"24D","California COVIDNet",0
"1334",2025-03-19,2025-03-19,"24D","NCBI",0
"1335",2025-03-19,2025-03-19,"24E","California COVIDNet",0
"1336",2025-03-19,2025-03-19,"24E","NCBI",0
"1337",2025-03-19,2025-03-19,"24F","California COVIDNet",0
"1338",2025-03-19,2025-03-19,"24F","NCBI",0
"1339",2025-03-19,2025-03-19,"24H","California COVIDNet",0
"1340",2025-03-19,2025-03-19,"24H","NCBI",0
"1341",2025-03-19,2025-03-19,"24I","California COVIDNet",0
"1342",2025-03-19,2025-03-19,"24I","NCBI",0
"1343",2025-03-19,2025-03-19,"25A","California COVIDNet",0
"1344",2025-03-19,2025-03-19,"25A","NCBI",0
"1345",2025-03-19,2025-03-19,"25B","California COVIDNet",0
"1346",2025-03-19,2025-03-19,"25B","NCBI",0
"1347",2025-03-19,2025-03-19,"25C","California COVIDNet",0
"1348",2025-03-19,2025-03-19,"25C","NCBI",0
"1349",2025-03-19,2025-03-19,"other","California COVIDNet",0
"1350",2025-03-19,2025-03-19,"other","NCBI",0
"1351",2025-03-19,2025-03-19,"recombinant","California COVIDNet",0
"1352",2025-03-19,2025-03-19,"recombinant","NCBI",0
"1353",2025-03-19,2025-03-26,"24A","California COVIDNet",0
"1354",2025-03-19,2025-03-26,"24A","NCBI",0
"1355",2025-03-19,2025-03-26,"24B","California COVIDNet",0
"1356",2025-03-19,2025-03-26,"24B","NCBI",0
"1357",2025-03-19,2025-03-26,"24C","California COVIDNet",0
"1358",2025-03-19,2025-03-26,"24C","NCBI",0
"1359",2025-03-19,2025-03-26,"24D","California COVIDNet",0
"1360",2025-03-19,2025-03-26,"24D","NCBI",0
"1361",2025-03-19,2025-03-26,"24E","California COVIDNet",0
"1362",2025-03-19,2025-03-26,"24E","NCBI",0
"1363",2025-03-19,2025-03-26,"24F","California COVIDNet",0
"1364",2025-03-19,2025-03-26,"24F","NCBI",0
"1365",2025-03-19,2025-03-26,"24H","California COVIDNet",0
"1366",2025-03-19,2025-03-26,"24H","NCBI",0
"1367",2025-03-19,2025-03-26,"24I","California COVIDNet",0
"1368",2025-03-19,2025-03-26,"24I","NCBI",0
"1369",2025-03-19,2025-03-26,"25A","California COVIDNet",0
"1370",2025-03-19,2025-03-26,"25A","NCBI",0
"1371",2025-03-19,2025-03-26,"25B","California COVIDNet",0
"1372",2025-03-19,2025-03-26,"25B","NCBI",0
"1373",2025-03-19,2025-03-26,"25C","California COVIDNet",0
"1374",2025-03-19,2025-03-26,"25C","NCBI",0
"1375",2025-03-19,2025-03-26,"other","California COVIDNet",0
"1376",2025-03-19,2025-03-26,"other","NCBI",0
"1377",2025-03-19,2025-03-26,"recombinant","California COVIDNet",0
"1378",2025-03-19,2025-03-26,"recombinant","NCBI",0
"1379",2025-03-19,2025-04-02,"24A","California COVIDNet",0
"1380",2025-03-19,2025-04-02,"24A","NCBI",0
"1381",2025-03-19,2025-04-02,"24B","California COVIDNet",0
"1382",2025-03-19,2025-04-02,"24B","NCBI",0
"1383",2025-03-19,2025-04-02,"24C","California COVIDNet",0
"1384",2025-03-19,2025-04-02,"24C","NCBI",0
"1385",2025-03-19,2025-04-02,"24D","California COVIDNet",0
"1386",2025-03-19,2025-04-02,"24D","NCBI",0
"1387",2025-03-19,2025-04-02,"24E","California COVIDNet",0
"1388",2025-03-19,2025-04-02,"24E","NCBI",0
"1389",2025-03-19,2025-04-02,"24F","California COVIDNet",0
"1390",2025-03-19,2025-04-02,"24F","NCBI",0
"1391",2025-03-19,2025-04-02,"24H","California COVIDNet",0
"1392",2025-03-19,2025-04-02,"24H","NCBI",0
"1393",2025-03-19,2025-04-02,"24I","California COVIDNet",0
"1394",2025-03-19,2025-04-02,"24I","NCBI",0
"1395",2025-03-19,2025-04-02,"25A","California COVIDNet",0
"1396",2025-03-19,2025-04-02,"25A","NCBI",0
"1397",2025-03-19,2025-04-02,"25B","California COVIDNet",0
"1398",2025-03-19,2025-04-02,"25B","NCBI",0
"1399",2025-03-19,2025-04-02,"25C","California COVIDNet",0
"1400",2025-03-19,2025-04-02,"25C","NCBI",0
"1401",2025-03-19,2025-04-02,"other","California COVIDNet",0
"1402",2025-03-19,2025-04-02,"other","NCBI",0
"1403",2025-03-19,2025-04-02,"recombinant","California COVIDNet",0
"1404",2025-03-19,2025-04-02,"recombinant","NCBI",0
"1405",2025-03-19,2025-04-09,"24A","California COVIDNet",0
"1406",2025-03-19,2025-04-09,"24A","NCBI",0
"1407",2025-03-19,2025-04-09,"24B","California COVIDNet",0
"1408",2025-03-19,2025-04-09,"24B","NCBI",0
"1409",2025-03-19,2025-04-09,"24C","California COVIDNet",0
"1410",2025-03-19,2025-04-09,"24C","NCBI",0
"1411",2025-03-19,2025-04-09,"24D","California COVIDNet",0
"1412",2025-03-19,2025-04-09,"24D","NCBI",0
"1413",2025-03-19,2025-04-09,"24E","California COVIDNet",0
"1414",2025-03-19,2025-04-09,"24E","NCBI",0
"1415",2025-03-19,2025-04-09,"24F","California COVIDNet",0
"1416",2025-03-19,2025-04-09,"24F","NCBI",0
"1417",2025-03-19,2025-04-09,"24H","California COVIDNet",0
"1418",2025-03-19,2025-04-09,"24H","NCBI",0
"1419",2025-03-19,2025-04-09,"24I","California COVIDNet",0
"1420",2025-03-19,2025-04-09,"24I","NCBI",0
"1421",2025-03-19,2025-04-09,"25A","California COVIDNet",0
"1422",2025-03-19,2025-04-09,"25A","NCBI",0
"1423",2025-03-19,2025-04-09,"25B","California COVIDNet",0
"1424",2025-03-19,2025-04-09,"25B","NCBI",0
"1425",2025-03-19,2025-04-09,"25C","California COVIDNet",0
"1426",2025-03-19,2025-04-09,"25C","NCBI",0
"1427",2025-03-19,2025-04-09,"other","California COVIDNet",0
"1428",2025-03-19,2025-04-09,"other","NCBI",0
"1429",2025-03-19,2025-04-09,"recombinant","California COVIDNet",0
"1430",2025-03-19,2025-04-09,"recombinant","NCBI",0
"1431",2025-03-19,2025-04-16,"24A","California COVIDNet",0
"1432",2025-03-19,2025-04-16,"24A","NCBI",0
"1433",2025-03-19,2025-04-16,"24B","California COVIDNet",0
"1434",2025-03-19,2025-04-16,"24B","NCBI",0
"1435",2025-03-19,2025-04-16,"24C","California COVIDNet",0
"1436",2025-03-19,2025-04-16,"24C","NCBI",0
"1437",2025-03-19,2025-04-16,"24D","California COVIDNet",0
"1438",2025-03-19,2025-04-16,"24D","NCBI",0
"1439",2025-03-19,2025-04-16,"24E","California COVIDNet",0
"1440",2025-03-19,2025-04-16,"24E","NCBI",0
"1441",2025-03-19,2025-04-16,"24F","California COVIDNet",0
"1442",2025-03-19,2025-04-16,"24F","NCBI",0
"1443",2025-03-19,2025-04-16,"24H","California COVIDNet",0
"1444",2025-03-19,2025-04-16,"24H","NCBI",0
"1445",2025-03-19,2025-04-16,"24I","California COVIDNet",0
"1446",2025-03-19,2025-04-16,"24I","NCBI",0
"1447",2025-03-19,2025-04-16,"25A","California COVIDNet",0
"1448",2025-03-19,2025-04-16,"25A","NCBI",0
"1449",2025-03-19,2025-04-16,"25B","California COVIDNet",0
"1450",2025-03-19,2025-04-16,"25B","NCBI",0
"1451",2025-03-19,2025-04-16,"25C","California COVIDNet",0
"1452",2025-03-19,2025-04-16,"25C","NCBI",0
"1453",2025-03-19,2025-04-16,"other","California COVIDNet",0
"1454",2025-03-19,2025-04-16,"other","NCBI",0
"1455",2025-03-19,2025-04-16,"recombinant","California COVIDNet",0
"1456",2025-03-19,2025-04-16,"recombinant","NCBI",0
"1457",2025-03-19,2025-04-23,"24A","California COVIDNet",0
"1458",2025-03-19,2025-04-23,"24A","NCBI",0
"1459",2025-03-19,2025-04-23,"24B","California COVIDNet",0
"1460",2025-03-19,2025-04-23,"24B","NCBI",0
"1461",2025-03-19,2025-04-23,"24C","California COVIDNet",0
"1462",2025-03-19,2025-04-23,"24C","NCBI",0
"1463",2025-03-19,2025-04-23,"24D","California COVIDNet",0
"1464",2025-03-19,2025-04-23,"24D","NCBI",0
"1465",2025-03-19,2025-04-23,"24E","California COVIDNet",0
"1466",2025-03-19,2025-04-23,"24E","NCBI",0
"1467",2025-03-19,2025-04-23,"24F","California COVIDNet",0
"1468",2025-03-19,2025-04-23,"24F","NCBI",0
"1469",2025-03-19,2025-04-23,"24H","California COVIDNet",0
"1470",2025-03-19,2025-04-23,"24H","NCBI",0
"1471",2025-03-19,2025-04-23,"24I","California COVIDNet",0
"1472",2025-03-19,2025-04-23,"24I","NCBI",0
"1473",2025-03-19,2025-04-23,"25A","California COVIDNet",0
"1474",2025-03-19,2025-04-23,"25A","NCBI",0
"1475",2025-03-19,2025-04-23,"25B","California COVIDNet",0
"1476",2025-03-19,2025-04-23,"25B","NCBI",0
"1477",2025-03-19,2025-04-23,"25C","California COVIDNet",0
"1478",2025-03-19,2025-04-23,"25C","NCBI",0
"1479",2025-03-19,2025-04-23,"other","California COVIDNet",0
"1480",2025-03-19,2025-04-23,"other","NCBI",0
"1481",2025-03-19,2025-04-23,"recombinant","California COVIDNet",0
"1482",2025-03-19,2025-04-23,"recombinant","NCBI",0
"1483",2025-03-19,2025-04-30,"24A","California COVIDNet",0
"1484",2025-03-19,2025-04-30,"24A","NCBI",0
"1485",2025-03-19,2025-04-30,"24B","California COVIDNet",0
"1486",2025-03-19,2025-04-30,"24B","NCBI",0
"1487",2025-03-19,2025-04-30,"24C","California COVIDNet",0
"1488",2025-03-19,2025-04-30,"24C","NCBI",0
"1489",2025-03-19,2025-04-30,"24D","California COVIDNet",0
"1490",2025-03-19,2025-04-30,"24D","NCBI",0
"1491",2025-03-19,2025-04-30,"24E","California COVIDNet",0
"1492",2025-03-19,2025-04-30,"24E","NCBI",0
"1493",2025-03-19,2025-04-30,"24F","California COVIDNet",0
"1494",2025-03-19,2025-04-30,"24F","NCBI",0
"1495",2025-03-19,2025-04-30,"24H","California COVIDNet",0
"1496",2025-03-19,2025-04-30,"24H","NCBI",0
"1497",2025-03-19,2025-04-30,"24I","California COVIDNet",0
"1498",2025-03-19,2025-04-30,"24I","NCBI",0
"1499",2025-03-19,2025-04-30,"25A","California COVIDNet",0
"1500",2025-03-19,2025-04-30,"25A","NCBI",0
"1501",2025-03-19,2025-04-30,"25B","California COVIDNet",0
"1502",2025-03-19,2025-04-30,"25B","NCBI",0
"1503",2025-03-19,2025-04-30,"25C","California COVIDNet",0
"1504",2025-03-19,2025-04-30,"25C","NCBI",0
"1505",2025-03-19,2025-04-30,"other","California COVIDNet",0
"1506",2025-03-19,2025-04-30,"other","NCBI",0
"1507",2025-03-19,2025-04-30,"recombinant","California COVIDNet",0
"1508",2025-03-19,2025-04-30,"recombinant","NCBI",0
"1509",2025-03-19,2025-05-07,"24A","California COVIDNet",0
"1510",2025-03-19,2025-05-07,"24A","NCBI",0
"1511",2025-03-19,2025-05-07,"24B","California COVIDNet",0
"1512",2025-03-19,2025-05-07,"24B","NCBI",0
"1513",2025-03-19,2025-05-07,"24C","California COVIDNet",0
"1514",2025-03-19,2025-05-07,"24C","NCBI",0
